[5, 10, 15, 1]-lr-0.01
502,5346
290,5286
178,7627
125,7456
107,5242
102,7499
101,6345
101,4577
101,3763
101,4738
101,4266
101,4387
101,4028
101,4611
101,4085
101,4225
101,3950
101,4258
101,4891
101,4115
101,5030
101,4093
101,4211
101,4854
101,4577
101,4429
101,5322
101,4552
101,4347
101,5070
101,5131
101,4330
101,5693
101,4848
101,4030
101,4254
101,6471
101,5797
101,3850
101,5038
101,6279
101,4776
101,3910
101,3533
101,4427
101,4931
101,3070
101,2117
101,0995
100,9572
100,6558
101,0308
100,4936
99,9020
98,7256
97,6302
96,6885
95,4118
94,6731
93,8036
93,6412
92,2453
91,1056
90,3960
90,0316
89,3731
88,9645
88,7675
88,6337
88,2986
88,0520
87,8892
87,7300
88,3198
87,7960
87,4812
87,3811
87,3532
87,4464
87,3418
87,2453
87,4188
87,2980
87,5032
86,9432
87,2612
87,0412
87,2019
87,0588
87,0495
86,8311
87,0432
86,8850
87,2759
87,0577
86,9513
86,8989
86,6802
86,8090
86,8790
86,7301
87,2943
86,7239
86,5328
86,9233
86,6680
86,7882
86,7021
86,7540
86,7603
86,7760
86,6100
86,4763
86,5122
86,7178
86,5991
86,4509
86,5998
86,5496
86,5060
86,2420
86,5843
86,4371
86,2919
86,3296
86,4251
86,2412
86,4760
86,3813
86,2706
86,2925
86,4311
86,0351
86,0932
86,0093
86,2191
86,0647
85,9087
85,8936
85,8212
85,4497
85,5892
85,2947
84,8569
85,2840
84,8884
84,8809
84,8658
84,2067
83,9294
83,8393
83,5512
83,2795
83,1091
82,8068
82,7879
81,4471
80,9678
80,8022
80,3226
80,5958
79,5755
79,7853
79,6569
78,6021
79,0024
77,6571
77,2830
76,5751
76,3904
75,8917
75,8025
74,7621
75,1571
74,1414
74,1549
74,2486
73,9268
73,3297
73,5307
72,6052
73,7673
73,5261
72,4538
72,4983
72,2208
72,5470
72,8343
71,8956
71,9337
71,9355
71,1442
71,9009
71,9707
72,0398
72,4642
71,5699
71,2505
71,1780
71,9452
71,5394
70,9577
71,4870
71,1512
71,8440
70,8729
71,0659
71,1694
70,7639
70,7572
71,1931
70,6780
70,9451
70,7160
70,7519
70,5699
70,6625
70,6210
70,6054
70,9993
70,9157
70,9406
70,3071
71,5272
70,9025
70,5002
70,0397
70,4746
70,3105
70,1497
70,0208
70,4216
70,8024
70,7458
70,2420
70,2925
69,5432
71,3333
70,3849
70,3050
70,0839
69,7780
70,6001
69,9218
70,8579
70,2469
69,9428
69,9292
69,5982
70,2859
70,6407
70,0325
69,8110
69,9808
69,9265
70,0515
70,0888
69,9819
69,9180
69,4777
69,6979
69,6629
69,6091
70,0192
69,6798
69,4148
69,5833
69,9344
70,9201
69,9508
69,9094
69,4736
71,1433
69,6862
69,4784
69,4729
69,5451
69,4816
70,0383
70,1600
70,8202
69,5014
69,7335
69,6141
69,2930
69,6133
69,9481
69,9535
70,1738
69,5283
69,4792
70,0348
70,4417
69,4889
69,5838
69,7483
69,1943
69,4474
70,0950
69,6225
69,3143
69,5972
69,3833
69,7144
69,4305
69,1173
69,5975
69,5579
69,3128
69,8516
69,8798
69,3080
70,0093
69,7089
69,4945
69,2098
70,6822
69,5837
69,1923
69,1832
69,0190
69,7402
69,9731
69,1857
69,1232
69,4014
69,7718
68,8518
69,6339
69,1374
69,1677
70,0272
69,3613
68,8864
68,8772
69,2302
69,1153
69,2093
69,6651
69,0349
69,1094
69,3691
69,0757
69,1557
68,9476
69,2463
68,7806
68,7957
69,3234
68,6835
69,9905
68,5949
69,3205
69,7677
68,8416
69,3215
69,0616
69,6508
68,6447
68,4385
68,4945
68,7597
68,5668
68,6193
68,4912
68,9212
68,6897
68,4402
68,7481
69,6003
68,8311
68,6675
69,0252
68,7876
68,9010
68,5112
68,2179
68,3382
68,6507
68,3028
68,6406
68,0431
68,1400
69,4588
68,4340
67,7811
68,1412
68,5914
67,7058
68,2804
68,4753
68,2586
67,4684
67,4554
68,2035
68,1223
67,5845
67,9503
67,8012
67,3064
67,8570
66,8690
66,8542
67,3842
67,3553
66,5390
66,2563
67,6261
66,3896
66,7927
65,7006
65,9070
66,6217
65,3837
65,6475
65,3902
66,5303
65,1397
66,3968
65,1133
68,0307
64,7973
65,2286
65,0408
65,5883
65,0662
65,3774
65,2843
63,9888
64,8825
64,8197
64,5527
64,4105
64,8126
64,8600
64,6186
64,2370
65,3957
64,8133
65,0316
65,8387
63,9641
64,2122
64,2913
65,3828
64,5895
65,1481
64,5724
64,2270
64,2378
64,5563
64,8311
66,3478
64,4309
64,9381
64,2934
63,6721
64,0106
63,9698
63,8733
64,4138
63,7929
63,8756
65,5557
63,7650
64,2852
64,3353
64,1082
64,7137
64,2872
64,2369
63,8970
64,6932
63,4976
66,3653
64,0977
64,2509
64,1937
64,6546
63,7934
64,0609
63,5030
64,5663
64,1119
63,7874
64,0290
63,7062
65,2129
64,2556
64,6584
63,4782
63,9549
63,7994
63,8197
65,0655
64,1948
63,8570
65,8654
63,6552
63,8736
64,3312
64,0485
63,7485
64,5561
63,9291
64,8907
64,0626
63,5933
64,4387
64,9108
65,1749
63,8994
65,7380
63,6991
63,5585
64,1319
64,3727
63,3391
64,3110
63,6632
63,8659
63,5517
64,5854
64,1841
63,5580
64,7963
65,8415
65,6606
64,0436
64,2470
63,5182
64,0444
64,3638
65,2790
64,2843
63,2943
63,6008
63,9133
64,2763
64,4174
64,2678
65,2625
64,0738
63,8857
64,2215
64,0332
63,4812
63,7137
64,3187
63,4167
64,4488
63,9883
63,6022
63,7801
63,8897
63,5311
63,4201
63,6829
65,6697
65,5295
64,2202
64,0584
64,8275
63,4454
63,3394
63,3992
63,6316
63,8511
62,9933
63,3088
63,3886
63,5644
63,9123
63,0444
63,6092
63,1905
64,0220
64,0196
63,5234
63,8820
64,8127
63,4711
64,0475
62,8671
63,8250
64,3625
63,7603
63,8831
64,1220
63,9157
64,3191
63,0681
63,3333
63,1364
63,2847
62,9568
64,1388
64,4220
64,1218
62,8641
63,8123
63,7295
63,1642
63,8990
63,5403
63,2270
63,5471
63,4742
62,9605
63,8380
63,0514
64,3691
63,6591
63,6948
63,2854
63,0448
63,0954
62,6739
63,2030
63,7610
63,1481
63,7127
63,5807
63,3998
63,0086
63,2292
63,2915
63,7734
63,1385
63,5119
62,9065
63,4441
63,1359
64,4205
63,9144
63,7933
62,9227
62,5492
62,9236
63,4062
62,6075
63,2292
64,7387
63,7328
64,1088
63,1075
63,0665
63,7863
63,6079
63,4346
62,6654
62,9342
62,4970
62,8727
62,8640
64,5697
62,8996
63,3195
62,7776
63,7350
63,1738
62,6373
62,8499
62,8421
62,9561
62,7547
62,7803
62,5744
62,4821
63,3420
62,7289
63,4579
62,7469
63,0914
62,9244
62,6790
62,9594
62,3784
63,2801
62,7592
63,2519
64,2801
62,7655
62,6036
62,2923
64,6779
62,8731
63,2109
62,9616
62,5605
62,6967
62,8035
62,5478
62,1521
62,2804
63,7861
62,4718
63,0944
64,1295
62,6196
63,3163
62,3509
62,0496
63,6107
62,3454
62,4211
62,5141
63,0184
63,7600
62,5633
62,3267
62,6439
62,7080
63,5785
62,3569
62,4611
63,3342
62,9117
63,5696
63,4599
62,5698
62,5210
62,3615
63,2051
62,7497
63,9321
62,2233
62,0317
62,7855
62,2986
62,6150
62,7994
63,0746
63,4663
62,6367
63,0954
62,9558
62,1148
63,0130
62,2700
63,1340
62,4210
62,5212
63,0917
63,5240
62,7595
62,3914
62,0040
63,0728
62,4803
62,5486
62,5181
62,3454
62,4823
62,2948
62,3661
62,0331
62,9660
63,2103
62,1652
63,2005
62,7800
62,5147
62,5148
61,6484
62,5715
62,2310
64,6947
63,0801
62,2083
62,0836
62,5916
62,2042
63,3249
62,3441
62,3633
62,6478
62,1292
62,9111
62,2489
62,9250
62,6896
64,0703
62,1225
62,8270
62,2221
62,5224
62,0752
63,4238
62,2402
62,0191
62,1395
62,2409
61,9689
63,3097
61,8952
62,4242
61,7924
62,4733
62,4715
62,0397
62,2353
62,2642
62,1129
62,0615
62,0582
62,6609
61,8569
61,9724
62,3386
61,8847
62,4157
62,1360
63,8394
62,6451
62,4074
62,1534
62,5021
62,2764
61,7297
62,0251
62,0815
61,7401
62,2150
63,2729
63,7259
62,6148
61,9718
62,5100
62,0125
61,9165
62,1729
61,9369
61,6232
61,9803
62,3196
62,5344
62,5357
62,3965
62,1514
62,0602
61,6479
61,6390
61,9083
61,8651
62,6199
61,8863
62,7307
61,9239
62,7722
62,0173
62,2843
62,1527
61,7771
61,8518
62,5150
62,8936
62,3429
62,2129
62,0673
62,9273
62,5836
61,7143
61,7526
62,4989
61,9671
62,1044
62,1655
61,9618
62,5172
62,4725
61,5976
61,4394
61,9053
61,3995
61,5941
61,5563
61,8849
62,4101
62,2939
61,6433
62,3436
61,6846
62,8665
62,1434
61,3377
61,7563
62,2315
61,4308
61,9684
61,5428
62,7561
61,3274
62,1472
61,6361
61,9549
62,4703
61,7526
61,6622
62,2097
61,6936
61,6018
62,0915
61,7667
61,2994
61,5168
61,9748
61,6390
61,6604
62,2429
61,7838
61,7856
61,6442
62,8131
61,4847
61,3754
62,6553
61,6996
61,4631
61,4179
61,5349
62,1590
61,3502
62,7605
61,4809
61,6646
61,2926
62,0020
61,6621
61,3853
61,2734
62,8693
61,0997
61,2749
61,6945
61,1565
61,8164
61,3931
62,1350
61,0101
61,3027
60,9340
61,9126
61,0496
61,4525
61,0657
61,2647
61,7128
61,2958
61,5070
62,6110
61,6678
60,9901
61,3928
61,9303
61,7667
61,0656
62,0791
61,2851
61,9547
61,6090
61,5906
61,2131
61,3417
61,1920
61,2011
61,0001
61,4464
61,4442
61,5718
61,7939
61,2288
61,0200
61,7358
61,4127
60,9882
61,6289
61,4332
61,8590
61,1565
61,1613
61,2436
62,6377
61,0736
61,0990
61,2715
60,8090
61,3599
61,2027
61,5391
61,3863
60,9395
61,0542
60,6395
61,0822
61,2382
61,0760
60,6471
61,4228
61,6350
61,5373
61,3745
62,6648
61,5501
60,9389
60,9827
61,0389
60,2640
61,2326
60,5008
60,5991
60,9885
60,8180
60,5256
60,5644
60,8894
60,2430
61,1256
61,1244
60,4316
60,4079
60,5427
60,5595
60,5783
60,7178
60,5666
60,1706
60,5869
61,0133
61,0403
60,5138
60,5583
60,4666
60,6220
61,0429
62,0244
60,8246
60,4290
61,1640
60,5261
60,1554
61,0112
60,1197
